Airline,Source,Destination,Additional_Info,Price,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Departure_Hour,Departure_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price Predicted
1,2,1,8,9087.064120565385,3,4,2019,0,8,0,5,10,3,10,24,12,4,5035.228661158288
10,0,5,8,9087.064120565385,9,3,2019,1,12,35,6,40,0,0,8,12,4,9721.575704365076
3,4,3,8,9087.064120565385,3,4,2019,0,22,50,21,20,1,19,24,12,4,2479.6784226190475
4,3,0,8,9087.064120565385,15,5,2019,1,9,20,20,0,2,7,3,12,4,14512.36438690476
4,3,0,5,9087.064120565385,6,5,2019,1,16,20,16,30,2,7,3,12,4,9999.462053571428
1,3,0,8,9087.064120565385,12,5,2019,1,23,15,7,0,2,14,3,12,4,10622.882553571426
6,2,1,8,9087.064120565385,3,6,2019,1,21,0,14,0,3,7,6,12,4,13185.010058261181
4,2,1,8,9087.064120565385,21,5,2019,2,4,25,9,40,3,28,4,5,4,15017.34627777778
3,3,0,8,9087.064120565385,1,4,2019,1,20,30,15,15,2,20,3,12,4,5378.10215873016
1,2,1,8,9087.064120565385,6,3,2019,1,7,40,8,0,3,7,6,12,4,14956.785327380952
6,2,1,8,9087.064120565385,12,6,2019,1,19,15,10,35,3,7,6,12,4,7784.361641752704
4,3,0,5,9087.064120565385,1,5,2019,1,19,50,6,30,2,7,3,12,4,10318.346126984125
6,2,1,8,9087.064120565385,3,6,2019,1,1,30,10,0,3,7,6,12,4,10486.248133179624
4,3,0,5,9087.064120565385,21,5,2019,1,9,20,8,25,2,7,3,12,4,9737.9911267507
1,3,0,8,9087.064120565385,9,6,2019,2,5,35,16,50,2,7,11,3,4,11678.657958694086
4,2,1,5,9087.064120565385,24,6,2019,2,19,0,5,30,3,28,4,5,4,10420.366000000002
4,3,0,5,9087.064120565385,1,4,2019,1,22,35,14,5,2,7,3,12,4,7156.802380952385
10,0,2,8,9087.064120565385,15,6,2019,0,14,20,11,30,0,13,24,12,4,4698.82
3,4,3,8,9087.064120565385,18,6,2019,0,18,25,16,55,1,19,24,12,4,3441.9417754329006
3,2,1,8,9087.064120565385,3,3,2019,1,21,0,6,40,3,7,6,12,4,14942.00669047619
4,3,0,8,9087.064120565385,24,5,2019,1,4,40,6,30,2,7,3,12,4,13969.180878246752
1,2,1,8,9087.064120565385,15,6,2019,1,7,40,20,0,3,7,6,12,4,8393.318056277056
1,2,1,8,9087.064120565385,3,6,2019,1,9,25,9,45,3,33,6,12,4,7952.479826659454
10,0,2,8,9087.064120565385,12,5,2019,0,22,15,19,30,0,13,24,12,4,4930.019583333333
3,2,1,8,9087.064120565385,12,6,2019,1,16,10,6,50,3,20,6,12,4,6490.580093185551
3,3,0,8,9087.064120565385,18,4,2019,0,17,45,15,15,2,5,24,12,4,4509.0857633415435
3,3,0,8,9087.064120565385,12,5,2019,0,16,55,14,25,2,5,24,12,4,5161.175766318795
4,3,0,8,9087.064120565385,24,5,2019,1,22,5,20,25,2,14,3,12,4,13608.431715705512
3,0,2,8,9087.064120565385,6,4,2019,0,0,15,21,15,0,13,24,12,4,4020.167126984127
6,2,1,8,9087.064120565385,9,6,2019,1,1,30,15,0,3,7,6,12,4,13062.738097222222
3,2,1,8,9087.064120565385,9,6,2019,1,12,10,5,5,3,20,6,12,4,6636.171924410387
3,4,3,8,9087.064120565385,9,3,2019,0,21,35,20,5,1,19,24,12,4,4345.342365079365
10,0,2,8,9087.064120565385,1,5,2019,0,19,35,17,0,0,13,24,12,4,4865.95
4,3,0,8,9087.064120565385,15,5,2019,1,10,5,20,0,2,7,3,12,4,14484.207983974358
1,2,1,8,9087.064120565385,21,5,2019,2,19,15,19,45,3,0,4,5,4,10344.990158730156
4,2,1,5,9087.064120565385,3,4,2019,1,19,0,9,0,3,7,6,12,4,5349.89538095238
3,2,1,8,9087.064120565385,9,3,2019,1,22,20,8,35,3,20,6,12,4,7168.645476190474
1,3,0,8,9087.064120565385,12,5,2019,2,5,35,16,50,2,7,11,3,4,11684.916159090912
4,3,0,5,9087.064120565385,12,5,2019,1,23,35,18,55,2,7,3,12,4,9987.640579365083
4,2,1,8,9087.064120565385,1,6,2019,2,19,0,9,40,3,28,4,5,4,13281.939159798536
4,3,0,8,9087.064120565385,18,5,2019,1,19,50,8,25,2,7,3,12,4,14743.046060606062
1,0,5,8,9087.064120565385,12,3,2019,2,22,10,5,50,0,9,10,6,4,10251.867953060828
3,2,1,8,9087.064120565385,9,3,2019,1,22,20,16,10,3,20,6,12,4,7108.72679563492
1,2,1,8,9087.064120565385,3,6,2019,2,19,15,22,0,3,16,4,5,4,11046.920995091896
4,2,1,8,9087.064120565385,9,6,2019,2,12,35,9,25,3,32,4,5,4,13861.411595655803
4,4,3,8,9087.064120565385,15,5,2019,0,21,5,19,35,1,19,24,12,4,5656.084166666667
1,2,1,8,9087.064120565385,3,4,2019,1,9,25,9,45,3,33,6,12,4,5567.765330419579
4,3,0,5,9087.064120565385,15,5,2019,1,20,45,16,30,2,7,3,12,4,10729.696285714284
4,2,1,5,9087.064120565385,6,3,2019,1,4,25,15,5,3,7,6,12,4,13954.736446428571
4,2,1,8,9087.064120565385,9,3,2019,1,4,25,15,5,3,7,6,12,4,15842.688589285715
4,3,0,8,9087.064120565385,1,4,2019,1,22,5,9,35,2,14,3,12,4,12326.926980158729
4,3,0,8,9087.064120565385,15,5,2019,1,9,45,9,35,2,14,3,12,4,13648.57401525285
4,0,5,5,9087.064120565385,12,3,2019,1,19,10,22,55,0,7,8,12,4,10938.328666666666
4,2,1,8,9087.064120565385,6,3,2019,1,4,25,20,50,3,7,6,12,4,15942.650018939394
6,2,1,8,9087.064120565385,3,6,2019,1,19,0,11,40,3,7,6,12,4,11677.45378571428
1,0,2,8,9087.064120565385,24,5,2019,0,12,45,10,0,0,13,24,12,4,6812.209070887447
4,3,0,5,9087.064120565385,15,5,2019,1,12,0,21,10,2,7,3,12,4,10184.34356150794
1,2,1,8,9087.064120565385,27,5,2019,2,19,15,7,10,3,32,4,5,4,13118.855307197919
8,1,4,7,9087.064120565385,12,6,2019,0,10,35,8,20,4,8,24,12,4,3575.918988095237
1,0,5,8,9087.064120565385,21,3,2019,1,22,5,8,50,0,7,8,12,4,7079.553131313132
4,0,2,5,9087.064120565385,24,4,2019,0,18,10,15,15,0,13,24,12,4,4740.831731962482
1,0,2,8,9087.064120565385,12,6,2019,0,19,45,17,0,0,13,24,12,4,6707.874554112553
4,3,0,5,9087.064120565385,15,5,2019,1,22,35,21,10,2,7,3,12,4,10748.034787593984
3,0,2,8,9087.064120565385,21,6,2019,0,4,15,1,30,0,13,24,12,4,3704.994789682541
4,3,0,8,9087.064120565385,1,5,2019,1,9,20,14,5,2,7,3,12,4,14315.947882251083
4,4,3,8,9087.064120565385,24,6,2019,0,11,50,10,20,1,19,24,12,4,7326.826702020203
4,3,0,8,9087.064120565385,24,5,2019,1,10,5,20,0,2,7,3,12,4,14430.858396103898
8,0,5,8,9087.064120565385,1,3,2019,0,8,35,5,45,0,13,24,12,4,13985.888014790766
3,4,3,8,9087.064120565385,3,5,2019,0,13,30,12,0,1,19,24,12,4,3038.2554702380944
1,2,1,8,9087.064120565385,9,3,2019,1,9,25,9,45,3,33,6,12,4,13014.159905844153
10,3,0,8,9087.064120565385,9,6,2019,1,9,5,20,20,2,14,3,12,4,8584.9655734127
4,2,1,8,9087.064120565385,24,6,2019,2,19,0,19,10,3,0,4,5,4,12878.069791666667
1,0,5,8,9087.064120565385,3,3,2019,2,22,55,17,0,0,20,29,6,4,12520.8390515873
4,3,0,5,9087.064120565385,1,4,2019,1,12,0,16,30,2,7,3,12,4,7233.4138095238095
4,4,3,5,9087.064120565385,1,5,2019,0,11,50,10,20,1,19,24,12,4,4341.287063131314
6,2,1,8,9087.064120565385,15,6,2019,1,21,0,13,0,3,7,6,12,4,9340.21932745257
3,2,1,8,9087.064120565385,21,3,2019,2,21,20,8,35,3,20,22,5,4,6844.988172619043
6,2,1,8,9087.064120565385,6,6,2019,1,19,0,7,30,3,7,6,12,4,11628.844873015874
4,3,0,8,9087.064120565385,12,6,2019,1,10,5,8,25,2,7,3,12,4,13296.377559523811
3,2,1,8,9087.064120565385,6,3,2019,1,1,35,11,30,3,7,6,12,4,14634.68429166667
1,3,0,8,9087.064120565385,9,6,2019,1,11,10,9,25,2,7,3,12,4,8824.526953463203
1,2,1,8,9087.064120565385,15,6,2019,2,19,15,5,0,3,0,4,5,4,9721.59379148629
4,2,1,8,9087.064120565385,9,6,2019,2,12,35,9,35,3,21,4,5,4,13303.978343552177
1,3,0,8,9087.064120565385,24,3,2019,2,13,45,7,0,2,14,7,3,4,14527.668041819294
0,3,0,8,9087.064120565385,12,4,2019,0,12,55,10,20,2,5,24,12,4,4261.347311507936
3,3,0,8,9087.064120565385,1,5,2019,1,22,15,17,35,2,33,3,12,4,5722.678676046178
4,2,1,5,9087.064120565385,9,5,2019,1,12,35,19,45,3,7,6,12,4,12373.0
4,0,2,5,9087.064120565385,27,6,2019,0,18,10,15,15,0,13,24,12,4,6290.62806547619
1,0,2,8,9087.064120565385,15,5,2019,0,19,45,17,0,0,13,24,12,4,6405.98056150794
1,2,1,8,9087.064120565385,9,6,2019,1,23,0,13,30,3,6,6,12,4,8759.206663239536
8,0,2,7,9087.064120565385,27,4,2019,0,0,5,21,10,0,13,24,12,4,3742.8208194444437
4,2,1,8,9087.064120565385,27,6,2019,2,19,0,13,25,3,0,4,5,4,13561.279089285712
3,3,0,8,9087.064120565385,9,5,2019,0,17,45,15,15,2,5,24,12,4,4916.802078817735
2,0,2,8,9087.064120565385,9,5,2019,0,14,30,11,40,0,13,24,12,4,3590.9931901154387
6,2,1,8,9087.064120565385,27,3,2019,1,16,10,9,45,3,20,6,12,4,7024.501365079365
3,2,1,8,9087.064120565385,1,6,2019,1,20,0,15,10,3,6,6,12,4,6954.990704365078
4,3,0,8,9087.064120565385,6,6,2019,1,16,20,18,55,2,7,3,12,4,14563.187
4,0,2,8,9087.064120565385,6,5,2019,0,14,5,11,10,0,13,24,12,4,7229.0
2,2,1,8,9087.064120565385,21,3,2019,1,13,20,6,0,3,0,6,12,4,6693.863472222226
3,2,1,8,9087.064120565385,6,6,2019,1,21,0,4,55,3,7,6,12,4,6247.888055306763
3,4,3,8,9087.064120565385,3,6,2019,0,18,25,16,55,1,19,24,12,4,3344.595041666667
4,3,0,5,9087.064120565385,1,4,2019,1,4,40,20,0,2,7,3,12,4,7323.1619226190505
0,3,0,8,9087.064120565385,15,4,2019,2,23,30,15,10,2,25,9,3,4,6302.423817016317
8,4,3,7,9087.064120565385,3,5,2019,0,0,15,22,45,1,19,24,12,4,2064.857912698413
3,3,0,8,9087.064120565385,9,6,2019,0,7,15,4,40,2,5,24,12,4,4907.0203095238085
4,0,5,5,9087.064120565385,21,3,2019,1,18,25,8,55,0,7,8,12,4,7834.140892920423
6,2,1,8,9087.064120565385,9,4,2019,1,19,0,9,0,3,7,6,12,4,10636.09126550581
4,0,2,5,9087.064120565385,27,5,2019,0,22,50,19,50,0,13,24,12,4,4387.123815476192
3,2,1,8,9087.064120565385,27,5,2019,0,8,50,5,35,3,10,24,12,4,5625.043325757573
3,4,3,8,9087.064120565385,18,5,2019,0,4,5,2,35,1,19,24,12,4,2853.2233333333324
4,2,1,8,9087.064120565385,18,5,2019,1,19,0,13,0,3,7,6,12,4,15558.2625
8,1,4,7,9087.064120565385,12,5,2019,0,10,35,8,20,4,8,24,12,4,3624.943821789321
4,2,1,8,9087.064120565385,24,6,2019,2,4,25,9,40,3,28,4,5,4,13067.4357680776
8,0,2,8,9087.064120565385,6,6,2019,0,12,20,9,30,0,13,24,12,4,4073.629412698412
1,2,1,8,9087.064120565385,15,6,2019,2,19,15,10,55,3,16,4,5,4,12150.47892955572
4,0,2,8,9087.064120565385,15,5,2019,0,10,10,7,10,0,13,24,12,4,7229.0
6,2,1,8,9087.064120565385,24,5,2019,1,19,15,12,50,3,7,6,12,4,8288.159230216383
6,2,1,8,9087.064120565385,24,6,2019,1,19,0,8,0,3,7,6,12,4,12174.506980260167
4,2,1,8,9087.064120565385,6,3,2019,1,4,25,17,30,3,7,6,12,4,15912.23653409091
10,0,5,8,9087.064120565385,1,3,2019,0,18,35,16,0,0,13,24,12,4,17176.669718253965
4,0,5,8,9087.064120565385,1,3,2019,1,19,10,11,40,0,7,8,12,4,28246.689038961045
4,3,0,5,9087.064120565385,15,5,2019,1,22,35,14,5,2,7,3,12,4,10783.009785714285
6,2,1,8,9087.064120565385,9,5,2019,1,1,30,16,0,3,7,6,12,4,13501.907591630594
4,3,0,5,9087.064120565385,6,6,2019,1,22,35,14,5,2,7,3,12,4,10826.026160714286
6,2,1,8,9087.064120565385,15,6,2019,1,21,0,10,0,3,7,6,12,4,11215.215459782687
3,3,0,8,9087.064120565385,18,3,2019,0,16,55,14,20,2,5,24,12,4,5040.816580846053
4,3,0,5,9087.064120565385,6,5,2019,1,20,45,8,25,2,7,3,12,4,10604.554597222223
0,2,1,8,9087.064120565385,9,5,2019,1,22,25,7,55,3,6,6,12,4,6984.281972222225
6,2,1,8,9087.064120565385,6,3,2019,1,18,50,8,0,3,7,6,12,4,15539.233253968245
1,4,3,8,9087.064120565385,27,6,2019,0,7,40,6,20,1,19,24,12,4,2996.3839345238102
10,0,2,8,9087.064120565385,18,4,2019,0,14,20,11,30,0,13,24,12,4,5425.480735930736
3,0,2,8,9087.064120565385,9,5,2019,0,22,50,20,0,0,13,24,12,4,4822.602785714285
6,2,1,8,9087.064120565385,9,5,2019,1,19,0,11,40,3,7,6,12,4,9927.276970238096
6,2,1,8,9087.064120565385,18,5,2019,1,21,0,10,0,3,7,6,12,4,10090.162874492702
4,2,1,8,9087.064120565385,27,3,2019,1,19,45,19,45,3,7,6,12,4,12156.873928571427
4,3,0,8,9087.064120565385,6,6,2019,1,22,35,18,55,2,7,3,12,4,14560.406785714284
4,2,1,8,9087.064120565385,9,6,2019,2,4,25,20,0,3,1,4,5,4,14961.389952380952
6,2,1,8,9087.064120565385,9,5,2019,1,1,30,19,0,3,7,6,12,4,8221.862416125541
4,3,0,8,9087.064120565385,9,5,2019,1,9,20,20,0,2,7,3,12,4,14264.72431082251
3,3,0,8,9087.064120565385,24,5,2019,1,22,15,17,35,2,33,3,12,4,5677.101175505051
2,0,5,8,9087.064120565385,18,3,2019,0,10,40,7,45,0,13,24,12,4,4473.853789682539
6,2,1,8,9087.064120565385,21,3,2019,1,21,0,12,50,3,7,6,12,4,9695.050074314571
0,3,0,8,9087.064120565385,3,3,2019,0,12,55,10,20,2,5,24,12,4,6537.148436507937
8,3,0,8,9087.064120565385,6,4,2019,0,9,30,6,55,2,5,24,12,4,3887.4002777777782
6,2,1,8,9087.064120565385,9,6,2019,1,1,30,17,30,3,7,6,12,4,13680.769323412696
4,3,0,8,9087.064120565385,9,5,2019,1,4,40,18,55,2,7,3,12,4,13871.254943681317
3,0,2,8,9087.064120565385,24,5,2019,0,3,25,0,30,0,13,24,12,4,3559.737777056277
3,3,0,8,9087.064120565385,1,3,2019,0,8,20,5,30,2,5,24,12,4,7176.472283730159
3,3,0,8,9087.064120565385,1,4,2019,0,0,50,22,15,2,5,24,12,4,4327.088724927849
8,0,2,8,9087.064120565385,18,4,2019,0,12,20,9,30,0,13,24,12,4,4729.228115079366
6,2,1,8,9087.064120565385,9,5,2019,1,21,0,12,50,3,7,6,12,4,7550.208041125542
4,3,0,8,9087.064120565385,12,6,2019,1,20,45,8,25,2,7,3,12,4,13671.339428571433
8,2,1,8,9087.064120565385,27,6,2019,1,22,5,15,45,3,33,6,12,4,6074.534460317463
1,2,1,8,9087.064120565385,1,6,2019,2,19,15,16,40,3,0,4,5,4,10156.423216089468
3,0,2,8,9087.064120565385,6,5,2019,0,21,20,18,25,0,13,24,12,4,4845.357761904761
8,1,4,8,9087.064120565385,12,6,2019,0,12,0,9,45,4,8,24,12,4,3646.296444444445
4,2,1,5,9087.064120565385,9,3,2019,1,4,25,21,50,3,7,6,12,4,13454.68766666667
3,2,1,8,9087.064120565385,12,6,2019,1,22,30,6,50,3,20,6,12,4,6535.469537629995
4,3,0,8,9087.064120565385,18,5,2019,1,22,5,17,0,2,14,3,12,4,13934.059583321048
1,3,0,8,9087.064120565385,6,6,2019,2,23,15,8,20,2,28,9,3,4,11976.500889877872
4,3,0,8,9087.064120565385,15,5,2019,1,4,40,18,55,2,7,3,12,4,13925.506790001666
1,2,1,8,9087.064120565385,15,6,2019,2,19,15,22,0,3,16,4,5,4,10489.20394642857
6,2,1,8,9087.064120565385,24,6,2019,1,19,15,6,0,3,7,6,12,4,10586.741834776334
4,2,1,8,9087.064120565385,3,3,2019,1,4,25,13,0,3,7,6,12,4,17168.316872474745
4,2,1,5,9087.064120565385,3,6,2019,1,4,25,13,0,3,7,6,12,4,10406.1153015873
3,2,1,8,9087.064120565385,9,6,2019,1,1,30,11,25,3,7,6,12,4,5880.122019300145
3,0,2,8,9087.064120565385,6,5,2019,0,6,50,4,0,0,13,24,12,4,4002.077412698412
3,3,0,8,9087.064120565385,6,3,2019,0,12,55,10,10,2,5,24,12,4,5100.425332972583
3,0,2,8,9087.064120565385,24,4,2019,0,13,0,10,10,0,13,24,12,4,4359.228107142858
4,0,2,5,9087.064120565385,15,4,2019,0,8,45,6,0,0,13,24,12,4,4732.459607142858
6,2,1,8,9087.064120565385,6,6,2019,1,21,0,9,0,3,7,6,12,4,11916.733967984734
4,2,1,8,9087.064120565385,9,3,2019,2,18,50,10,45,3,3,4,5,4,18138.79226785714
4,2,1,8,9087.064120565385,6,3,2019,1,19,45,20,50,3,7,6,12,4,16956.9875
4,0,5,5,9087.064120565385,12,3,2019,1,11,25,20,35,0,7,8,12,4,10990.886437499998
4,3,0,5,9087.064120565385,24,3,2019,1,8,10,19,45,2,7,3,12,4,10828.891297619048
6,2,1,8,9087.064120565385,3,6,2019,1,19,15,10,20,3,7,6,12,4,8390.524793560842
4,2,1,5,9087.064120565385,21,5,2019,2,19,0,5,30,3,28,4,5,4,12954.43566269841
3,4,3,8,9087.064120565385,9,5,2019,0,10,40,9,10,1,19,24,12,4,4529.137048146297
0,3,0,8,9087.064120565385,6,5,2019,0,12,55,10,20,2,5,24,12,4,4740.194841269841
2,0,2,8,9087.064120565385,3,6,2019,0,10,40,7,45,0,13,24,12,4,4084.4263789682554
1,2,1,8,9087.064120565385,15,5,2019,2,19,15,19,45,3,0,4,5,4,10370.678539682536
1,2,1,8,9087.064120565385,27,6,2019,2,7,40,13,20,3,42,4,5,4,12672.368732492996
10,3,0,8,9087.064120565385,9,6,2019,1,22,55,20,20,2,14,3,12,4,8420.993308170997
3,2,1,8,9087.064120565385,15,4,2019,1,7,45,2,0,3,6,6,12,4,6135.076176587301
4,3,0,8,9087.064120565385,15,5,2019,1,12,0,18,55,2,7,3,12,4,14325.086226190477
1,3,0,8,9087.064120565385,9,5,2019,2,23,15,9,50,2,15,9,3,4,14451.911862012987
4,3,0,5,9087.064120565385,15,5,2019,1,16,20,8,25,2,7,3,12,4,10776.041749999999
3,3,0,8,9087.064120565385,15,3,2019,0,17,45,15,10,2,5,24,12,4,4565.881249452656
8,3,0,8,9087.064120565385,1,4,2019,0,19,40,17,10,2,5,24,12,4,4084.2073068181808
6,2,1,8,9087.064120565385,15,6,2019,1,1,30,17,0,3,7,6,12,4,7403.1914613997105
4,2,1,5,9087.064120565385,12,6,2019,1,19,0,15,0,3,7,6,12,4,10262.0
1,2,1,8,9087.064120565385,24,6,2019,1,9,35,17,40,3,6,6,12,4,7378.3445378787865
1,2,1,8,9087.064120565385,9,3,2019,2,19,15,10,55,3,16,4,5,4,12718.25371912932
4,2,1,5,9087.064120565385,27,3,2019,1,4,25,20,50,3,7,6,12,4,6792.523182539685
6,2,1,8,9087.064120565385,6,6,2019,1,16,10,7,10,3,20,6,12,4,6904.913009740259
1,3,0,8,9087.064120565385,6,6,2019,0,16,45,14,15,2,5,24,12,4,5799.380937770565
6,2,1,8,9087.064120565385,6,3,2019,1,21,0,6,0,3,7,6,12,4,14966.926428571425
3,4,3,8,9087.064120565385,15,6,2019,0,4,5,2,35,1,19,24,12,4,2845.714785714285
6,2,1,8,9087.064120565385,18,5,2019,1,19,0,8,45,3,7,6,12,4,9940.112145562773
10,1,4,8,9087.064120565385,9,6,2019,0,10,0,7,45,4,8,24,12,4,4949.328376623376
4,2,1,8,9087.064120565385,18,5,2019,2,12,35,19,10,3,0,4,5,4,15236.507654761905
4,3,0,5,9087.064120565385,9,6,2019,1,4,40,14,5,2,7,3,12,4,8419.736452741703
1,0,5,8,9087.064120565385,1,3,2019,2,10,35,8,50,0,7,23,6,4,22952.745267857135
1,3,0,8,9087.064120565385,24,5,2019,2,5,25,7,0,2,14,0,3,4,14500.967275613273
3,0,2,8,9087.064120565385,6,6,2019,0,8,50,6,5,0,13,24,12,4,4162.457599206351
1,2,1,8,9087.064120565385,3,3,2019,1,9,25,20,40,3,33,6,12,4,15652.382124389496
1,2,1,8,9087.064120565385,15,6,2019,2,19,15,22,0,3,16,4,5,4,10489.20394642857
4,3,0,8,9087.064120565385,6,6,2019,1,18,15,6,30,2,7,3,12,4,14556.861255952379
0,3,0,8,9087.064120565385,12,6,2019,0,1,20,22,50,2,5,24,12,4,4051.175803571429
6,2,1,8,9087.064120565385,3,6,2019,1,1,30,13,0,3,7,6,12,4,11160.844510163744
4,0,5,8,9087.064120565385,6,3,2019,1,0,45,8,55,0,7,8,12,4,23786.979804292932
1,3,0,8,9087.064120565385,18,6,2019,0,23,20,20,45,2,5,24,12,4,4256.691367063491
3,2,1,8,9087.064120565385,1,6,2019,1,16,10,8,35,3,20,6,12,4,6643.941620573872
1,2,1,8,9087.064120565385,6,3,2019,2,19,15,6,50,3,9,4,5,4,16184.09044642858
4,0,5,5,9087.064120565385,12,3,2019,1,21,20,22,55,0,7,8,12,4,10896.412
0,2,1,8,9087.064120565385,12,6,2019,1,7,10,16,45,3,6,6,12,4,7658.473051587303
8,0,2,8,9087.064120565385,15,6,2019,0,12,20,9,30,0,13,24,12,4,4146.632503968253
4,2,1,8,9087.064120565385,3,6,2019,1,19,0,11,30,3,7,6,12,4,14735.108333333335
6,2,1,8,9087.064120565385,3,3,2019,1,21,0,11,30,3,7,6,12,4,15385.235119644243
4,3,0,5,9087.064120565385,9,6,2019,1,19,50,21,10,2,7,3,12,4,10809.298750000002
4,3,0,5,9087.064120565385,21,5,2019,1,22,35,16,30,2,7,3,12,4,10826.584166666666
3,3,0,8,9087.064120565385,9,5,2019,1,23,45,19,20,2,20,3,12,4,3860.5352972582978
3,0,2,8,9087.064120565385,18,4,2019,0,10,5,7,10,0,13,24,12,4,4936.74621031746
0,0,2,8,9087.064120565385,27,6,2019,0,7,45,4,55,0,13,24,12,4,3748.964245490622
8,3,0,8,9087.064120565385,15,5,2019,0,0,40,22,20,2,5,24,12,4,3871.1994603174617
8,3,0,8,9087.064120565385,24,3,2019,0,9,35,6,55,2,5,24,12,4,4051.9723095238096
4,2,1,5,9087.064120565385,18,5,2019,1,19,0,15,0,3,7,6,12,4,12254.403214285714
4,3,0,8,9087.064120565385,1,5,2019,1,21,5,9,35,2,14,3,12,4,11903.255392857136
4,0,2,5,9087.064120565385,27,5,2019,0,20,45,17,45,0,13,24,12,4,4431.4496544011545
4,2,1,8,9087.064120565385,3,3,2019,1,18,50,19,45,3,7,6,12,4,17380.16053968254
3,0,2,8,9087.064120565385,1,5,2019,0,0,15,21,15,0,13,24,12,4,4072.0719803391066
4,2,1,5,9087.064120565385,1,6,2019,1,19,0,15,0,3,7,6,12,4,10260.576666666668
2,0,2,8,9087.064120565385,21,4,2019,0,23,40,20,55,0,13,24,12,4,4423.176446428573
8,0,2,8,9087.064120565385,18,5,2019,0,0,5,21,10,0,13,24,12,4,4064.645269841268
6,2,1,8,9087.064120565385,15,5,2019,1,19,0,9,15,3,7,6,12,4,9940.584933913307
0,3,0,8,9087.064120565385,27,6,2019,0,12,55,10,20,2,5,24,12,4,4825.360655483408
3,2,1,8,9087.064120565385,18,5,2019,1,22,25,17,5,3,6,6,12,4,6384.169624306246
3,0,2,8,9087.064120565385,21,4,2019,0,10,5,7,10,0,13,24,12,4,4910.831734126984
1,3,0,8,9087.064120565385,21,5,2019,2,12,30,16,45,2,15,9,3,4,14499.017049422804
4,2,1,5,9087.064120565385,6,6,2019,2,4,25,6,45,3,34,4,5,4,10976.797666666665
3,2,1,8,9087.064120565385,6,3,2019,1,12,0,4,55,3,20,6,12,4,6608.469654761904
4,2,1,5,9087.064120565385,9,3,2019,1,4,25,6,50,3,7,6,12,4,13933.648359126984
4,0,2,8,9087.064120565385,24,6,2019,0,11,20,8,20,0,13,24,12,4,8016.698928571428
1,0,2,8,9087.064120565385,3,5,2019,0,19,45,17,0,0,13,24,12,4,5636.492548881675
1,2,1,8,9087.064120565385,27,5,2019,2,19,15,18,45,3,28,4,5,4,12402.685330670465
8,2,1,8,9087.064120565385,27,5,2019,1,13,15,8,45,3,38,6,12,4,5770.149962301588
3,0,5,8,9087.064120565385,15,3,2019,0,8,45,6,0,0,13,24,12,4,6344.282571428571
4,3,0,8,9087.064120565385,12,5,2019,1,12,0,18,55,2,7,3,12,4,14230.522720238096
6,2,1,8,9087.064120565385,21,5,2019,1,19,0,10,20,3,7,6,12,4,9637.710508658005
6,2,1,8,9087.064120565385,9,6,2019,1,1,30,11,30,3,7,6,12,4,13594.1316271645
4,0,5,5,9087.064120565385,21,3,2019,1,18,25,8,0,0,7,8,12,4,7858.390017920423
0,2,1,8,9087.064120565385,24,6,2019,1,15,45,7,55,3,6,6,12,4,6425.123138347762
4,0,5,8,9087.064120565385,18,3,2019,1,10,25,22,50,0,7,8,12,4,14800.766865079371
4,4,3,8,9087.064120565385,3,3,2019,0,11,50,10,20,1,19,24,12,4,9337.155649350647
6,2,1,8,9087.064120565385,27,3,2019,1,16,10,7,10,3,20,6,12,4,6841.091498015878
4,3,0,5,9087.064120565385,12,5,2019,1,20,45,18,55,2,7,3,12,4,10652.152476190475
1,2,1,8,9087.064120565385,15,5,2019,2,19,15,5,55,3,34,4,5,4,11009.888654040404
1,3,0,8,9087.064120565385,24,3,2019,2,13,45,20,30,2,14,7,3,4,14951.31443070818
6,2,1,8,9087.064120565385,3,6,2019,2,1,30,15,5,3,21,4,5,4,17814.355236111107
6,2,1,8,9087.064120565385,18,5,2019,1,1,30,16,0,3,7,6,12,4,13738.86012981463
4,2,1,8,9087.064120565385,9,6,2019,1,12,35,7,5,3,7,6,12,4,15166.75070192308
4,3,0,8,9087.064120565385,18,5,2019,1,8,15,21,10,2,7,3,12,4,14303.358599458878
4,2,1,8,9087.064120565385,9,5,2019,2,12,35,19,10,3,0,4,5,4,15375.505470238095
6,2,1,8,9087.064120565385,3,3,2019,1,15,30,8,55,3,7,6,12,4,16396.36470003607
3,0,2,8,9087.064120565385,1,4,2019,0,21,20,18,25,0,13,24,12,4,4826.371031135531
4,3,0,5,9087.064120565385,9,6,2019,1,8,15,20,0,2,7,3,12,4,9915.086150793648
1,2,1,8,9087.064120565385,27,5,2019,1,9,25,12,30,3,33,6,12,4,7563.450374999999
1,3,0,8,9087.064120565385,12,6,2019,1,21,5,16,45,2,15,3,12,4,7679.078009615383
4,4,3,8,9087.064120565385,9,5,2019,0,21,5,19,35,1,19,24,12,4,5684.659166666666
1,2,1,8,9087.064120565385,9,6,2019,2,19,15,12,0,3,28,4,5,4,9036.875069444444
2,0,5,8,9087.064120565385,9,3,2019,0,10,40,7,45,0,13,24,12,4,6902.0222757936535
6,2,1,8,9087.064120565385,21,5,2019,1,19,0,4,55,3,7,6,12,4,9792.933996753249
